video,clip_start_frame,mse,regularity_score
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,633,0.00303170,0.71406808
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,634,0.00302954,0.71460212
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,635,0.00302799,0.71498515
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,636,0.00302615,0.71543700
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,637,0.00302403,0.71596132
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,638,0.00302232,0.71638238
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,639,0.00302212,0.71643177
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,640,0.00302070,0.71678288
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,641,0.00301996,0.71696397
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,642,0.00301981,0.71700285
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,643,0.00301913,0.71716965
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,644,0.00301812,0.71741914
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,645,0.00301863,0.71729371
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,646,0.00301784,0.71748807
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,647,0.00301726,0.71763022
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,648,0.00301752,0.71756635
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,649,0.00301692,0.71771407
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,650,0.00301610,0.71791757
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,651,0.00301690,0.71772022
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,652,0.00301633,0.71785979
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,653,0.00301601,0.71793922
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,654,0.00301606,0.71792624
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,655,0.00301568,0.71802089
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,656,0.00301507,0.71817183
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,657,0.00301555,0.71805415
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,658,0.00301512,0.71815788
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,659,0.00301506,0.71817384
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,660,0.00301587,0.71797288
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,661,0.00301572,0.71801130
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,662,0.00301501,0.71818510
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,663,0.00301566,0.71802658
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,664,0.00301539,0.71809229
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,665,0.00301510,0.71816471
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,666,0.00301537,0.71809665
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,667,0.00301531,0.71811135
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,668,0.00301482,0.71823340
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,669,0.00301584,0.71798126
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,670,0.00301579,0.71799304
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,671,0.00301579,0.71799332
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,672,0.00301619,0.71789517
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,673,0.00301627,0.71787541
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,674,0.00301594,0.71795657
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,675,0.00301665,0.71778259
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,676,0.00301603,0.71793531
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,677,0.00301567,0.71802290
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,678,0.00301598,0.71794778
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,679,0.00301600,0.71794135
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,680,0.00301525,0.71812721
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,681,0.00301576,0.71800004
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,682,0.00301546,0.71807569
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,683,0.00301509,0.71816701
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,684,0.00301522,0.71813530
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,685,0.00301489,0.71821457
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,686,0.00301401,0.71843311
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,687,0.00301444,0.71832599
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,688,0.00301431,0.71835850
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,689,0.00301406,0.71842110
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,690,0.00301399,0.71843770
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,691,0.00301407,0.71841903
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,692,0.00301314,0.71864763
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,693,0.00301335,0.71859444
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,694,0.00301306,0.71866687
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,695,0.00301250,0.71880552
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,696,0.00301243,0.71882240
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,697,0.00301274,0.71874601
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,698,0.00301262,0.71877462
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,699,0.00301324,0.71862224
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,700,0.00301346,0.71856894
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,701,0.00301268,0.71876054
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,702,0.00301304,0.71867209
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,703,0.00301348,0.71856406
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,704,0.00301318,0.71863694
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,705,0.00301388,0.71846441
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,706,0.00301461,0.71828550
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,707,0.00301449,0.71831399
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,708,0.00301503,0.71818114
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,709,0.00301545,0.71807672
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,710,0.00301510,0.71816385
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,711,0.00301530,0.71811566
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,712,0.00301577,0.71799936
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,713,0.00301547,0.71807184
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,714,0.00301530,0.71811423
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,715,0.00301609,0.71791900
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,716,0.00301592,0.71796202
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,717,0.00301617,0.71789896
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,718,0.00301664,0.71778455
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,719,0.00301666,0.71778030
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,720,0.00301665,0.71778127
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,721,0.00301725,0.71763464
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,722,0.00301632,0.71786300
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,723,0.00301654,0.71780804
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,724,0.00301666,0.71777869
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,725,0.00301639,0.71784698
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,726,0.00301592,0.71796105
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,727,0.00301674,0.71775928
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,728,0.00301646,0.71782912
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,729,0.00301728,0.71762735
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,730,0.00301784,0.71748818
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,731,0.00301813,0.71741731
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,732,0.00301803,0.71744120
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,733,0.00301919,0.71715517
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,734,0.00301854,0.71731634
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,735,0.00301904,0.71719159
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,736,0.00301953,0.71707172
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,737,0.00301932,0.71712238
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,738,0.00301890,0.71722708
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,739,0.00301954,0.71706781
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,740,0.00301926,0.71713662
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,741,0.00301918,0.71715741
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,742,0.00301989,0.71698200
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,743,0.00301961,0.71705047
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,744,0.00301924,0.71714162
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,745,0.00302037,0.71686501
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,746,0.00301997,0.71696179
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,747,0.00301998,0.71696041
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,748,0.00302063,0.71679925
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,749,0.00302100,0.71670970
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,750,0.00302237,0.71637118
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,751,0.00302443,0.71586265
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,752,0.00302630,0.71540144
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,753,0.00302858,0.71483881
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,754,0.00303306,0.71373301
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,755,0.00303807,0.71249746
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,756,0.00304462,0.71088094
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,757,0.00306415,0.70606471
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,758,0.00310016,0.69718022
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,759,0.00316615,0.68090364
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,760,0.00329800,0.64837811
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,761,0.00347027,0.60588188
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,762,0.00372238,0.54369052
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,763,0.00391728,0.49561174
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,764,0.00418150,0.43043283
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,765,0.00432208,0.39575583
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,766,0.00440454,0.37541445
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,767,0.00441442,0.37297643
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,768,0.00447825,0.35722998
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,769,0.00444693,0.36495652
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,770,0.00443255,0.36850441
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,771,0.00441399,0.37308120
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,772,0.00438230,0.38089986
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,773,0.00430554,0.39983408
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,774,0.00422095,0.42070169
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,775,0.00401990,0.47029658
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,776,0.00381822,0.52004947
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,777,0.00360124,0.57357443
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,778,0.00339495,0.62446161
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,779,0.00302515,0.71568558
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,780,0.00284115,0.76107322
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,781,0.00266605,0.80426970
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,782,0.00256453,0.82931240
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,783,0.00239710,0.87061289
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,784,0.00227459,0.90083475
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,785,0.00215220,0.93102686
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,786,0.00203355,0.96029472
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,787,0.00194311,0.98260567
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,788,0.00190012,0.99321003
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,789,0.00191387,0.98981716
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,790,0.00187679,0.99896447
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,791,0.00187260,1.00000000
