video,clip_start_frame,mse,regularity_score
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,316,0.00464805,0.31534302
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,317,0.00461055,0.32459550
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,318,0.00460769,0.32529965
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,319,0.00457647,0.33300241
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,320,0.00460242,0.32660056
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,321,0.00459678,0.32799118
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,322,0.00465307,0.31410644
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,323,0.00464401,0.31633952
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,324,0.00470147,0.30216668
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,325,0.00473131,0.29480463
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,326,0.00481034,0.27531018
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,327,0.00483994,0.26800855
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,328,0.00494352,0.24245595
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,329,0.00493832,0.24373928
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,330,0.00496102,0.23813877
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,331,0.00490487,0.25199124
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,332,0.00497490,0.23471632
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,333,0.00497966,0.23354234
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,334,0.00499833,0.22893580
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,335,0.00498527,0.23215689
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,336,0.00497768,0.23402997
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,337,0.00485009,0.26550403
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,338,0.00477493,0.28404344
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,339,0.00462451,0.32114938
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,340,0.00450038,0.35177156
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,341,0.00438389,0.38050792
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,342,0.00425178,0.41309634
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,343,0.00404479,0.46415847
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,344,0.00389356,0.50146210
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,345,0.00376717,0.53264233
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,346,0.00368574,0.55272882
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,347,0.00359988,0.57390864
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,348,0.00353874,0.58899114
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,349,0.00343428,0.61475964
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,350,0.00333879,0.63831563
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,351,0.00321836,0.66802235
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,352,0.00318924,0.67520589
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,353,0.00313194,0.68934174
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,354,0.00310392,0.69625356
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,355,0.00308243,0.70155507
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,356,0.00310032,0.69714168
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,357,0.00302734,0.71514396
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,358,0.00306431,0.70602583
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,359,0.00307925,0.70233952
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,360,0.00310267,0.69656090
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,361,0.00309543,0.69834788
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,362,0.00311030,0.69467874
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,363,0.00309694,0.69797432
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,364,0.00308391,0.70118863
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,365,0.00307254,0.70399411
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,366,0.00306338,0.70625361
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,367,0.00305521,0.70826953
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,368,0.00305962,0.70718165
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,369,0.00305796,0.70759174
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,370,0.00306216,0.70655549
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,371,0.00305115,0.70927069
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,372,0.00303579,0.71305952
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,373,0.00302727,0.71516079
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,374,0.00302015,0.71691756
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,375,0.00302017,0.71691406
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,376,0.00301947,0.71708516
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,377,0.00301841,0.71734655
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,378,0.00301836,0.71735970
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,379,0.00301794,0.71746239
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,380,0.00301734,0.71761259
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,381,0.00301731,0.71761787
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,382,0.00301725,0.71763424
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,383,0.00301596,0.71795140
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,384,0.00301630,0.71786823
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,385,0.00301572,0.71800987
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,386,0.00301532,0.71810929
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,387,0.00301577,0.71799987
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,388,0.00301650,0.71781912
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,389,0.00301909,0.71717872
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,390,0.00302186,0.71649696
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,391,0.00302435,0.71588154
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,392,0.00302671,0.71529978
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,393,0.00302964,0.71457662
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,394,0.00303243,0.71388894
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,395,0.00303453,0.71337139
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,396,0.00303805,0.71250297
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,397,0.00304204,0.71151727
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,398,0.00304600,0.71054208
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,399,0.00305017,0.70951341
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,400,0.00305713,0.70779587
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,401,0.00306325,0.70628652
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,402,0.00307793,0.70266454
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,403,0.00308482,0.70096515
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,404,0.00309248,0.69907645
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,405,0.00309107,0.69942284
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,406,0.00309783,0.69775681
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,407,0.00309523,0.69839727
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,408,0.00310266,0.69656342
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,409,0.00309688,0.69799052
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,410,0.00310008,0.69720084
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,411,0.00309224,0.69913411
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,412,0.00309211,0.69916662
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,413,0.00308095,0.70191909
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,414,0.00308000,0.70215469
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,415,0.00307324,0.70382272
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,416,0.00307470,0.70346077
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,417,0.00307380,0.70368385
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,418,0.00307584,0.70317974
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,419,0.00307524,0.70332861
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,420,0.00306928,0.70479907
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,421,0.00306800,0.70511559
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,422,0.00306237,0.70650242
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,423,0.00306713,0.70532833
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,424,0.00306914,0.70483445
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,425,0.00307505,0.70337484
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,426,0.00307952,0.70227186
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,427,0.00308925,0.69987198
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,428,0.00309636,0.69811757
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,429,0.00311026,0.69468908
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,430,0.00311565,0.69335917
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,431,0.00311825,0.69271940
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,432,0.00310893,0.69501709
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,433,0.00310352,0.69635281
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,434,0.00308890,0.69995802
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,435,0.00308273,0.70147983
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,436,0.00307680,0.70294299
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,437,0.00307090,0.70439794
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,438,0.00306506,0.70584020
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,439,0.00305982,0.70713237
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,440,0.00305444,0.70845907
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,441,0.00304882,0.70984596
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,442,0.00304498,0.71079335
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,443,0.00304059,0.71187509
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,444,0.00303721,0.71270934
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,445,0.00303465,0.71334170
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,446,0.00303236,0.71390554
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,447,0.00303041,0.71438622
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,448,0.00303067,0.71432361
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,449,0.00303016,0.71444911
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,450,0.00303003,0.71448035
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,451,0.00303041,0.71438794
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,452,0.00303003,0.71448168
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,453,0.00302960,0.71458644
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,454,0.00302938,0.71464135
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,455,0.00302913,0.71470217
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,456,0.00302821,0.71493019
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,457,0.00302881,0.71478223
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,458,0.00302790,0.71500704
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,459,0.00302750,0.71510410
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,460,0.00302775,0.71504224
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,461,0.00302735,0.71514149
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,462,0.00302681,0.71527583
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,463,0.00302681,0.71527428
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,464,0.00302626,0.71541109
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,465,0.00302532,0.71564307
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,466,0.00302589,0.71550305
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,467,0.00302545,0.71560988
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,468,0.00302482,0.71576696
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,469,0.00302436,0.71587999
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,470,0.00302382,0.71601255
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,471,0.00302256,0.71632328
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,472,0.00302251,0.71633643
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,473,0.00302176,0.71651994
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,474,0.00302105,0.71669730
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,475,0.00302134,0.71662418
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,476,0.00302120,0.71665910
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,477,0.00302103,0.71670034
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,478,0.00302147,0.71659162
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,479,0.00302169,0.71653883
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,480,0.00302122,0.71665520
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,481,0.00302161,0.71655773
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,482,0.00302133,0.71662763
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,483,0.00302094,0.71672251
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,484,0.00302156,0.71657146
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,485,0.00302192,0.71648100
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,486,0.00302171,0.71653378
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,487,0.00302195,0.71647537
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,488,0.00302223,0.71640576
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,489,0.00302149,0.71658811
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,490,0.00302188,0.71649122
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,491,0.00302168,0.71654182
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,492,0.00302140,0.71661046
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,493,0.00302149,0.71658708
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,494,0.00302134,0.71662562
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,495,0.00302083,0.71675060
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,496,0.00302134,0.71662516
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,497,0.00302160,0.71656083
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,498,0.00302106,0.71669385
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,499,0.00302108,0.71668891
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,500,0.00302104,0.71669816
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,501,0.00302062,0.71680172
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,502,0.00302082,0.71675393
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,503,0.00302153,0.71657680
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,504,0.00302098,0.71671401
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,505,0.00302143,0.71660356
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,506,0.00302162,0.71655451
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,507,0.00302145,0.71659690
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,508,0.00302188,0.71649156
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,509,0.00302281,0.71626102
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,510,0.00302271,0.71628698
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,511,0.00302332,0.71613725
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,512,0.00302341,0.71611284
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,513,0.00302311,0.71618745
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,514,0.00302326,0.71615166
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,515,0.00302410,0.71594438
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,516,0.00302374,0.71603277
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,517,0.00302378,0.71602301
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,518,0.00302424,0.71590911
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,519,0.00302368,0.71604851
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,520,0.00302386,0.71600256
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,521,0.00302430,0.71589389
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,522,0.00302403,0.71596098
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,523,0.00302435,0.71588298
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,524,0.00302536,0.71563302
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,525,0.00302606,0.71546043
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,526,0.00302672,0.71529749
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,527,0.00302857,0.71484053
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,528,0.00302913,0.71470240
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,529,0.00303099,0.71424464
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,530,0.00303245,0.71388412
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,531,0.00303358,0.71360642
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,532,0.00303479,0.71330563
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,533,0.00303717,0.71271893
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,534,0.00303836,0.71242584
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,535,0.00303996,0.71203126
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,536,0.00304285,0.71131860
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,537,0.00304413,0.71100230
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,538,0.00304616,0.71050290
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,539,0.00304890,0.70982534
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,540,0.00305161,0.70915766
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,541,0.00305274,0.70887841
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,542,0.00305597,0.70808109
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,543,0.00305635,0.70798718
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,544,0.00305813,0.70754855
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,545,0.00306020,0.70703864
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,546,0.00306215,0.70655837
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,547,0.00306322,0.70629405
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,548,0.00306555,0.70571929
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,549,0.00306556,0.70571522
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,550,0.00306663,0.70545142
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,551,0.00307095,0.70438565
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,552,0.00307423,0.70357771
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,553,0.00308925,0.69987336
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,554,0.00311568,0.69335262
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,555,0.00314232,0.68678042
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,556,0.00316933,0.68011873
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,557,0.00319270,0.67435200
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,558,0.00320436,0.67147725
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,559,0.00321349,0.66922424
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,560,0.00321671,0.66842939
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,561,0.00323903,0.66292365
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,562,0.00326190,0.65728236
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,563,0.00330159,0.64749240
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,564,0.00334367,0.63711207
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,565,0.00338992,0.62570152
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,566,0.00345953,0.60853154
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,567,0.00350326,0.59774422
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,568,0.00357818,0.57926149
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,569,0.00360647,0.57228449
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,570,0.00364758,0.56214159
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,571,0.00361938,0.56909896
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,572,0.00363634,0.56491411
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,573,0.00362797,0.56698046
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,574,0.00369193,0.55120201
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,575,0.00370799,0.54724036
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,576,0.00375888,0.53468633
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,577,0.00377706,0.53020115
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,578,0.00383416,0.51611699
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,579,0.00384535,0.51335683
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,580,0.00387529,0.50597002
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,581,0.00382104,0.51935278
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,582,0.00385190,0.51173985
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,583,0.00387204,0.50677136
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,584,0.00387972,0.50487829
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,585,0.00388533,0.50349439
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,586,0.00395013,0.48750797
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,587,0.00395426,0.48648838
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,588,0.00398131,0.47981624
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,589,0.00395419,0.48650607
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,590,0.00394521,0.48872135
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,591,0.00391353,0.49653680
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,592,0.00388357,0.50392866
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,593,0.00386322,0.50894827
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,594,0.00381823,0.52004689
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,595,0.00378854,0.52737092
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,596,0.00372936,0.54196912
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,597,0.00371890,0.54454912
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,598,0.00366124,0.55877256
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,599,0.00362428,0.56789075
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,600,0.00356359,0.58286200
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,601,0.00351051,0.59595436
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,602,0.00343672,0.61415778
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,603,0.00338956,0.62579158
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,604,0.00335262,0.63490414
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,605,0.00330917,0.64562087
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,606,0.00330843,0.64580495
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,607,0.00326419,0.65671817
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,608,0.00326112,0.65747545
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,609,0.00322513,0.66635322
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,610,0.00320757,0.67068620
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,611,0.00317112,0.67967711
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,612,0.00315502,0.68364836
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,613,0.00313048,0.68970106
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,614,0.00311353,0.69388395
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,615,0.00309262,0.69903992
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,616,0.00308306,0.70139890
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,617,0.00307394,0.70365013
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,618,0.00305909,0.70731261
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,619,0.00305127,0.70924266
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,620,0.00304836,0.70995853
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,621,0.00304417,0.71099266
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,622,0.00304092,0.71179428
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,623,0.00303778,0.71256885
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,624,0.00303694,0.71277608
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,625,0.00303434,0.71341660
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,626,0.00303392,0.71352050
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,627,0.00303401,0.71349982
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,628,0.00303358,0.71360607
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,629,0.00303327,0.71368292
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,630,0.00303314,0.71371296
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,631,0.00303256,0.71385684
C:\VIXMO AI\0-Code\loitering\lab\lab.mp4,632,0.00303201,0.71399233
